,datetime,sample_id,state
238,2000-01-27 21:55:30,161,Sleeping
239,2000-01-27 22:00:37,153,Eating
240,2000-01-28 03:44:45,200,Hospital
241,2000-01-28 03:45:50,143,Sleeping
242,2000-01-28 12:16:34,196,Eating
243,2000-01-28 18:09:35,399,Work
244,2000-01-28 19:21:20,72,Sleeping
245,2000-01-28 19:54:29,6,Bored
246,2000-01-28 22:26:53,316,Sick
247,2000-01-28 22:36:06,135,Eating
248,2000-01-29 02:26:37,207,Travel
249,2000-01-29 03:11:21,118,Travel
250,2000-01-29 06:15:37,158,Eating
251,2000-01-29 13:04:05,448,Bored
252,2000-01-29 15:28:08,392,Sick
253,2000-01-29 19:52:25,232,Sleeping
254,2000-01-29 23:47:30,151,Work
255,2000-01-30 05:52:55,485,Sleeping
256,2000-01-30 07:07:33,177,Sick
257,2000-01-30 07:30:26,276,Travel
258,2000-01-30 07:46:50,388,Sick
259,2000-01-30 09:10:09,207,Sleeping
260,2000-01-30 23:06:46,451,Eating
261,2000-01-31 02:43:23,328,Sick
262,2000-01-31 02:59:43,280,Sick
263,2000-01-31 05:09:03,188,Sport
264,2000-01-31 05:11:16,34,Sick
265,2000-01-31 07:07:30,363,Sick
266,2000-01-31 16:49:35,341,Sick
267,2000-01-31 18:29:58,54,Eating
268,2000-01-31 18:34:49,68,Sick
269,2000-01-31 18:55:09,261,Bored
270,2000-02-01 00:16:35,302,Work
271,2000-02-01 02:14:37,389,Sleeping
272,2000-02-01 02:48:29,96,Sleeping
273,2000-02-01 03:53:21,34,Sick
274,2000-02-01 05:05:13,370,Sick
275,2000-02-01 05:30:34,214,Sleeping
276,2000-02-01 05:48:24,148,Travel
277,2000-02-01 09:41:18,298,Sick
278,2000-02-01 14:33:54,54,Sleeping
279,2000-02-01 14:46:44,388,Sick
280,2000-02-01 15:29:47,328,Sleeping
281,2000-02-01 16:01:21,411,Travel
282,2000-02-01 19:28:48,362,Sick
283,2000-02-01 20:17:29,45,Sick
284,2000-02-01 22:20:21,150,Sick
285,2000-02-02 03:27:09,485,Travel
286,2000-02-02 03:33:28,22,Sick
287,2000-02-02 06:55:54,243,Sleeping
288,2000-02-02 08:40:36,460,Sick
289,2000-02-02 10:06:47,238,Sport
290,2000-02-02 15:44:36,462,Sleeping
291,2000-02-02 16:27:59,482,Sick
292,2000-02-02 23:27:16,398,Sick
293,2000-02-03 02:15:14,174,Home
294,2000-02-03 02:46:35,181,Sleeping
295,2000-02-03 03:01:32,336,Sick
296,2000-02-03 03:27:00,445,Sleeping
297,2000-02-03 04:49:38,37,Hospital
298,2000-02-03 06:31:24,379,Sick
299,2000-02-03 06:48:34,465,Sleeping
300,2000-02-03 09:32:35,196,Work
301,2000-02-03 15:36:05,400,Sick
302,2000-02-03 21:10:18,458,Sick
303,2000-02-03 21:45:47,313,Sleeping
304,2000-02-04 00:08:08,487,Sleeping
305,2000-02-04 01:55:16,280,Sleeping
306,2000-02-04 04:58:33,20,Work
307,2000-02-04 07:12:34,292,Sleeping
308,2000-02-04 08:56:25,350,Sleeping
309,2000-02-04 11:05:02,376,Sleeping
310,2000-02-04 13:49:37,465,Bed
311,2000-02-04 14:47:46,118,Sick
312,2000-02-04 19:36:42,43,Sick
313,2000-02-04 23:42:09,109,Work
314,2000-02-05 02:12:27,139,Home
315,2000-02-05 02:31:27,177,Sick
316,2000-02-05 05:13:50,118,Home
317,2000-02-05 06:57:19,368,Travel
318,2000-02-06 00:29:40,25,Work
319,2000-02-06 03:01:17,326,Sick
320,2000-02-06 05:26:05,437,Sleeping
321,2000-02-06 08:50:19,225,Sick
322,2000-02-06 08:57:13,83,Home
323,2000-02-06 08:59:49,57,Travel
324,2000-02-06 11:59:11,191,Travel
325,2000-02-06 14:35:56,490,Sick
326,2000-02-06 18:24:39,275,Work
327,2000-02-06 21:47:31,35,Sleeping
328,2000-02-06 23:02:15,1,Sick
329,2000-02-07 04:47:31,363,Sleeping
330,2000-02-07 05:38:07,410,Sleeping
331,2000-02-07 06:50:10,214,Sick
332,2000-02-07 09:50:44,264,Travel
333,2000-02-07 11:30:35,4,Sick
334,2000-02-07 11:49:15,456,Travel
335,2000-02-07 13:33:53,232,Sleeping
336,2000-02-07 17:29:00,324,Sick
337,2000-02-07 22:26:56,420,Sick
338,2000-02-08 00:21:35,212,Hospital
339,2000-02-08 01:36:31,69,Sick
340,2000-02-08 02:49:35,100,Sport
341,2000-02-08 03:41:34,99,Sick
342,2000-02-08 08:11:46,281,Sport
343,2000-02-08 08:49:04,460,Sleeping
344,2000-02-08 14:41:02,348,Work
345,2000-02-08 15:46:07,411,Eating
346,2000-02-08 17:00:17,11,Work
347,2000-02-08 17:35:53,107,Sick
348,2000-02-08 19:27:50,285,Work
349,2000-02-08 19:50:06,387,Hospital
350,2000-02-08 19:51:19,298,Sick
351,2000-02-08 20:35:59,29,Sick
352,2000-02-08 21:14:44,148,Bed
353,2000-02-09 00:05:41,152,Bored
354,2000-02-09 01:50:22,131,Travel
355,2000-02-09 05:13:26,35,Sick
356,2000-02-09 13:06:42,98,Travel
357,2000-02-09 14:05:34,115,Sick
358,2000-02-09 15:28:02,297,Sick
359,2000-02-09 18:06:25,348,Sick
360,2000-02-09 19:45:35,356,Bed
361,2000-02-09 22:57:27,313,Travel
362,2000-02-10 00:09:50,101,Sleeping
363,2000-02-10 02:21:10,330,Bed
364,2000-02-10 05:14:03,233,Sick
365,2000-02-10 07:21:56,16,Sick
366,2000-02-10 14:30:57,24,Sleeping
367,2000-02-10 16:08:40,31,Work
368,2000-02-10 16:20:24,185,Sick
369,2000-02-10 20:04:43,191,Travel
370,2000-02-11 00:52:37,161,Travel
371,2000-02-11 03:59:40,410,Home
372,2000-02-11 05:54:01,100,Travel
373,2000-02-11 09:03:50,411,Sick
374,2000-02-11 10:04:48,216,Bored
375,2000-02-11 10:33:59,46,Sick
376,2000-02-11 13:31:01,193,Home
377,2000-02-11 17:54:49,134,Sport
378,2000-02-11 21:25:27,41,Work
379,2000-02-11 22:16:11,189,Home
380,2000-02-12 02:52:18,410,Work
381,2000-02-12 05:05:38,200,Travel
382,2000-02-12 06:19:04,202,Sick
383,2000-02-12 06:36:50,255,Sick
384,2000-02-12 09:07:20,70,Travel
385,2000-02-12 09:17:55,178,Travel
386,2000-02-12 11:36:54,75,Sleeping
387,2000-02-12 14:07:18,422,Sport
388,2000-02-12 16:05:27,413,Sport
389,2000-02-12 17:06:30,475,Work
390,2000-02-13 00:15:52,366,Sport
391,2000-02-13 01:15:51,165,Sick
392,2000-02-13 06:30:46,213,Sleeping
393,2000-02-13 09:19:46,219,Travel
394,2000-02-13 09:42:07,21,Sick
395,2000-02-13 10:06:23,43,Sick
396,2000-02-13 10:19:31,376,Travel
397,2000-02-13 14:12:41,107,Sick
398,2000-02-13 15:32:47,192,Sleeping
399,2000-02-13 19:40:56,58,Travel
400,2000-02-13 22:05:19,303,Work
401,2000-02-14 00:13:33,211,Sleeping
402,2000-02-14 04:32:48,462,Home
403,2000-02-14 10:29:42,24,Hospital
404,2000-02-14 14:01:54,170,Home
405,2000-02-14 14:52:19,402,Sick
406,2000-02-14 15:44:00,307,Sleeping
407,2000-02-14 16:44:30,484,Sleeping
408,2000-02-14 16:52:32,457,Sleeping
409,2000-02-14 17:36:52,373,Travel
410,2000-02-14 18:31:28,20,Sick
411,2000-02-15 00:42:25,385,Eating
412,2000-02-15 03:10:29,443,Sport
413,2000-02-15 05:19:48,279,Sleeping
414,2000-02-15 10:55:39,199,Work
415,2000-02-15 11:23:52,72,Bed
416,2000-02-15 15:04:08,333,Sleeping
417,2000-02-15 15:14:44,12,Sick
418,2000-02-15 15:24:48,390,Eating
419,2000-02-15 15:56:18,80,Bed
420,2000-02-15 16:28:43,474,Sport
421,2000-02-15 17:23:35,108,Work
422,2000-02-15 18:33:15,488,Sleeping
423,2000-02-15 20:45:32,236,Bed
424,2000-02-15 22:38:12,374,Sleeping
425,2000-02-16 04:57:38,404,Home
426,2000-02-16 05:35:58,375,Sport
427,2000-02-16 10:36:41,50,Work
428,2000-02-16 12:28:52,249,Sick
429,2000-02-16 14:17:22,281,Sport
430,2000-02-16 15:21:34,263,Sport
431,2000-02-16 15:57:24,500,Sick
432,2000-02-16 19:46:04,376,Sick
433,2000-02-16 20:44:11,445,Sleeping
434,2000-02-16 22:35:57,351,Sick
435,2000-02-17 01:53:55,452,Sick
436,2000-02-17 07:40:34,103,Sick
437,2000-02-17 10:18:23,384,Sleeping
438,2000-02-17 15:54:49,259,Sick
439,2000-02-17 16:17:44,104,Travel
440,2000-02-17 19:56:57,206,Sleeping
441,2000-02-18 02:27:15,41,Sick
442,2000-02-18 02:45:45,410,Sick
443,2000-02-18 05:54:45,451,Travel
444,2000-02-18 06:45:35,456,Sleeping
445,2000-02-18 07:49:54,80,Travel
446,2000-02-18 10:02:59,58,Travel
447,2000-02-18 11:16:14,469,Sick
448,2000-02-18 11:55:27,91,Travel
449,2000-02-18 13:17:26,401,Sleeping
450,2000-02-18 14:22:39,68,Hospital
451,2000-02-18 15:35:27,320,Sick
452,2000-02-18 16:02:00,374,Sport
453,2000-02-18 17:31:56,7,Sick
454,2000-02-18 18:16:33,457,Home
455,2000-02-19 00:12:14,348,Sleeping
456,2000-02-19 02:51:57,471,Sleeping
457,2000-02-19 03:55:57,278,Sick
458,2000-02-19 06:17:36,28,Work
459,2000-02-19 06:41:49,253,Home
460,2000-02-19 07:05:01,215,Home
461,2000-02-19 08:48:05,176,Bored
462,2000-02-19 11:36:23,16,Sleeping
463,2000-02-19 11:49:30,413,Sick
464,2000-02-19 13:41:05,392,Sick
465,2000-02-19 16:56:36,145,Sleeping
466,2000-02-19 17:08:50,321,Travel
467,2000-02-19 17:17:55,10,Sick
468,2000-02-19 18:35:27,176,Sport
469,2000-02-19 19:11:06,156,Sick
470,2000-02-19 19:26:22,227,Sleeping
471,2000-02-19 20:24:03,362,Travel
472,2000-02-19 23:45:02,246,Sleeping
473,2000-02-19 23:50:38,321,Sport
474,2000-02-20 01:54:29,168,Sick
475,2000-02-20 03:50:29,175,Home
476,2000-02-20 04:08:41,141,Sport
477,2000-02-20 05:46:20,221,Travel
478,2000-02-20 06:37:10,52,Sick
479,2000-02-20 14:46:13,171,Eating
480,2000-02-20 18:40:30,306,Sick
481,2000-02-20 21:20:53,435,Sleeping
482,2000-02-20 21:31:55,492,Sick
483,2000-02-21 02:19:13,30,Sick
484,2000-02-21 02:22:27,368,Sleeping
485,2000-02-21 07:03:11,174,Sleeping
486,2000-02-21 07:59:11,86,Bored
487,2000-02-21 08:03:01,168,Home
488,2000-02-21 09:52:56,269,Sick
489,2000-02-21 12:52:53,10,Travel
490,2000-02-21 12:55:18,175,Work
491,2000-02-21 14:22:52,199,Sleeping
492,2000-02-21 15:51:56,341,Eating
493,2000-02-21 19:00:02,458,Sport
494,2000-02-21 23:29:15,53,Sick
495,2000-02-22 01:24:52,441,Work
496,2000-02-22 04:54:51,266,Sick
497,2000-02-22 08:33:00,244,Sick
498,2000-02-22 13:15:01,142,Travel
499,2000-02-22 14:24:15,362,Sport
500,2000-02-22 18:36:00,246,Sick
501,2000-02-23 00:41:57,164,Travel
502,2000-02-23 03:14:49,410,Bored
503,2000-02-23 04:14:36,135,Sick
504,2000-02-23 06:48:16,494,Sick
505,2000-02-23 12:49:43,425,Sleeping
506,2000-02-23 13:08:11,225,Bed
507,2000-02-23 14:18:19,428,Travel
508,2000-02-23 14:18:31,226,Sleeping
509,2000-02-23 21:13:40,411,Sick
510,2000-02-23 23:10:00,453,Work
511,2000-02-23 23:50:46,106,Sport
512,2000-02-24 00:26:49,354,Bed
513,2000-02-24 01:01:19,314,Sleeping
514,2000-02-24 01:04:08,257,Eating
515,2000-02-24 01:15:15,473,Work
516,2000-02-24 02:54:22,484,Hospital
517,2000-02-24 03:05:09,144,Sleeping
518,2000-02-24 05:14:40,10,Home
519,2000-02-24 05:31:14,214,Sick
520,2000-02-24 05:52:56,178,Sleeping
521,2000-02-24 06:57:56,72,Travel
522,2000-02-24 08:22:04,192,Travel
523,2000-02-24 08:59:02,112,Sick
524,2000-02-24 09:06:50,307,Travel
525,2000-02-24 09:22:09,344,Sleeping
526,2000-02-24 09:26:26,242,Sick
527,2000-02-24 10:02:23,267,Sleeping
528,2000-02-24 10:46:02,178,Travel
529,2000-02-24 11:08:26,404,Sport
530,2000-02-24 15:02:34,270,Bed
531,2000-02-24 18:17:33,231,Sleeping
532,2000-02-25 05:01:46,142,Bored
533,2000-02-25 05:41:35,487,Sleeping
534,2000-02-25 06:45:04,213,Sick
535,2000-02-25 07:39:53,153,Sick
536,2000-02-25 08:15:59,192,Travel
537,2000-02-25 09:49:31,104,Sick
538,2000-02-25 15:29:14,499,Sick
539,2000-02-25 18:51:41,474,Work
540,2000-02-25 18:57:51,435,Sick
541,2000-02-25 19:26:08,480,Sleeping
542,2000-02-25 22:07:05,164,Travel
543,2000-02-25 22:34:12,117,Travel
544,2000-02-26 01:49:50,10,Bored
545,2000-02-26 03:32:51,109,Bored
546,2000-02-26 04:15:08,21,Sleeping
547,2000-02-26 05:07:39,232,Sport
548,2000-02-26 08:55:46,407,Bored
549,2000-02-26 09:55:40,415,Sleeping
550,2000-02-26 10:00:07,148,Sick
551,2000-02-26 11:39:35,253,Travel
552,2000-02-26 20:28:49,478,Sleeping
553,2000-02-26 20:35:57,96,Sport
554,2000-02-26 21:34:12,76,Travel
555,2000-02-26 21:35:50,160,Bored
556,2000-02-26 22:37:49,184,Sleeping
557,2000-02-26 22:58:38,439,Sleeping
558,2000-02-27 01:28:19,99,Sleeping
559,2000-02-27 02:21:39,391,Sick
560,2000-02-27 07:29:48,46,Sleeping
561,2000-02-27 09:41:36,494,Travel
562,2000-02-27 12:29:33,120,Sleeping
563,2000-02-27 13:19:57,76,Travel
564,2000-02-27 13:37:52,18,Travel
565,2000-02-27 20:16:22,263,Work
566,2000-02-27 21:47:35,208,Travel
567,2000-02-27 21:50:18,310,Sleeping
568,2000-02-28 02:41:59,95,Travel
569,2000-02-28 03:24:31,53,Sleeping
570,2000-02-28 03:33:54,373,Bed
571,2000-02-28 06:33:47,174,Work
572,2000-02-28 09:09:49,188,Sleeping
573,2000-02-28 10:15:30,104,Bored
574,2000-02-28 11:34:15,429,Home
575,2000-02-28 11:55:14,212,Work
576,2000-02-28 20:57:15,476,Hospital
577,2000-02-28 21:06:41,416,Sleeping
578,2000-02-29 01:41:28,455,Sick
579,2000-02-29 04:51:28,349,Work
580,2000-02-29 10:29:36,459,Sport
581,2000-02-29 16:48:32,359,Sleeping
582,2000-02-29 17:50:05,37,Sick
583,2000-02-29 20:33:04,476,Sleeping
584,2000-03-01 00:18:36,64,Sleeping
585,2000-03-01 02:11:40,44,Sick
586,2000-03-01 05:35:49,29,Travel
587,2000-03-01 05:48:30,216,Travel
588,2000-03-01 05:49:31,339,Travel
589,2000-03-01 10:53:16,46,Sick
590,2000-03-01 11:19:17,360,Sick
591,2000-03-01 11:41:05,421,Sleeping
592,2000-03-01 15:23:14,174,Travel
593,2000-03-01 17:52:43,406,Sick
594,2000-03-01 18:07:00,456,Travel
595,2000-03-01 18:44:07,369,Sleeping
596,2000-03-01 20:21:37,456,Sick
597,2000-03-01 21:05:15,390,Sick
598,2000-03-01 21:14:44,252,Work
599,2000-03-01 23:58:59,13,Sick
600,2000-03-02 00:11:18,450,Sick
601,2000-03-02 00:39:01,45,Home
602,2000-03-02 01:06:54,281,Sick
603,2000-03-02 02:31:43,97,Home
604,2000-03-02 07:21:54,387,Eating
605,2000-03-02 07:23:31,376,Bed
606,2000-03-02 14:34:02,127,Sick
607,2000-03-02 18:30:30,365,Sleeping
608,2000-03-02 23:20:21,261,Sick
609,2000-03-02 23:33:07,164,Sleeping
610,2000-03-03 01:12:35,330,Sick
611,2000-03-03 05:13:46,229,Sick
612,2000-03-03 08:00:52,271,Sleeping
613,2000-03-03 10:54:10,225,Sleeping
614,2000-03-03 16:25:56,486,Hospital
615,2000-03-03 18:53:03,420,Sleeping
616,2000-03-03 19:32:10,367,Sick
617,2000-03-03 20:03:59,145,Work
618,2000-03-03 21:18:34,416,Sleeping
619,2000-03-04 01:43:50,31,Sick
620,2000-03-04 02:08:57,149,Work
621,2000-03-04 03:32:56,469,Sick
622,2000-03-04 09:25:45,5,Work
623,2000-03-04 09:33:15,25,Sport
624,2000-03-04 09:56:02,174,Travel
625,2000-03-04 11:40:56,236,Eating
626,2000-03-04 12:03:45,233,Sleeping
627,2000-03-04 13:56:51,47,Bored
628,2000-03-04 15:27:14,170,Sick
629,2000-03-04 20:33:59,271,Sleeping
630,2000-03-04 21:16:58,285,Travel
631,2000-03-04 21:38:03,276,Sick
632,2000-03-05 06:49:15,439,Sport
633,2000-03-05 08:34:47,11,Sleeping
634,2000-03-05 12:42:52,41,Sick
635,2000-03-05 14:01:30,166,Work
636,2000-03-05 14:22:43,27,Sleeping
637,2000-03-05 15:25:14,209,Work
638,2000-03-05 17:28:41,40,Sleeping
639,2000-03-05 18:40:06,115,Sleeping
640,2000-03-05 21:25:48,199,Travel
641,2000-03-06 04:19:08,395,Travel
642,2000-03-06 07:26:17,6,Sleeping
643,2000-03-06 08:10:58,332,Work
644,2000-03-06 08:41:25,216,Home
645,2000-03-06 17:01:28,396,Sleeping
646,2000-03-06 17:59:27,355,Sick
647,2000-03-06 18:39:50,254,Sport
648,2000-03-07 00:31:55,428,Sick
649,2000-03-07 01:05:13,405,Eating
650,2000-03-07 02:54:30,30,Sleeping
651,2000-03-07 05:22:29,233,Travel
